3.257903442382812500e+02,2.238984375000000000e+02,1.000000000000000000e+00
2.981666564941406250e+02,1.088025207519531250e+02,1.000000000000000000e+00
1.142767562866210938e+02,1.750767517089843750e+02,1.000000000000000000e+00
3.009966735839843750e+02,9.623818969726562500e+01,1.000000000000000000e+00
3.313581542968750000e+02,5.624515533447265625e+01,1.000000000000000000e+00
1.586913757324218750e+02,7.577925109863281250e+01,1.000000000000000000e+00
1.759377899169921875e+02,8.575681304931640625e+01,1.000000000000000000e+00
9.443365478515625000e+01,2.075650634765625000e+02,1.000000000000000000e+00
3.731018371582031250e+02,4.456790924072265625e+01,1.000000000000000000e+00
3.422189331054687500e+02,6.140974426269531250e+01,1.000000000000000000e+00
4.779755554199218750e+02,1.618647155761718750e+02,1.000000000000000000e+00
2.934549560546875000e+02,8.187804412841796875e+01,1.000000000000000000e+00
2.559756622314453125e+02,2.179011230468750000e+02,1.000000000000000000e+00
2.162811126708984375e+02,5.734047698974609375e+01,1.000000000000000000e+00
7.694495391845703125e+01,1.679922180175781250e+02,1.000000000000000000e+00
1.435047760009765625e+02,2.294944610595703125e+02,1.000000000000000000e+00
7.475587463378906250e+01,1.869645080566406250e+02,1.000000000000000000e+00
3.345077209472656250e+02,6.045207214355468750e+01,1.000000000000000000e+00
1.609306335449218750e+02,7.513529205322265625e+01,1.000000000000000000e+00
3.242912902832031250e+02,2.251976165771484375e+02,1.000000000000000000e+00
3.412069702148437500e+02,2.048143768310546875e+02,1.000000000000000000e+00
2.553505401611328125e+02,2.159078521728515625e+02,1.000000000000000000e+00
3.389434509277343750e+02,5.830696105957031250e+01,1.000000000000000000e+00
7.328099060058593750e+01,1.704970855712890625e+02,1.000000000000000000e+00
8.646018981933593750e+01,1.876120300292968750e+02,1.000000000000000000e+00
3.102104492187500000e+02,2.340195617675781250e+02,1.000000000000000000e+00
8.756624603271484375e+01,2.156342926025390625e+02,1.000000000000000000e+00
1.480471496582031250e+02,9.205023956298828125e+01,1.000000000000000000e+00
3.259224243164062500e+02,2.238253173828125000e+02,1.000000000000000000e+00
1.199783096313476562e+02,9.161899566650390625e+01,1.000000000000000000e+00
4.741773376464843750e+02,1.423665313720703125e+02,1.000000000000000000e+00
4.798020324707031250e+02,1.510813598632812500e+02,1.000000000000000000e+00
4.042197265625000000e+02,5.949421691894531250e+01,1.000000000000000000e+00
1.008636932373046875e+02,2.109407348632812500e+02,1.000000000000000000e+00
3.129433593750000000e+02,2.320791168212890625e+02,1.000000000000000000e+00
3.219331359863281250e+02,2.266602630615234375e+02,1.000000000000000000e+00
1.749427337646484375e+02,8.963870239257812500e+01,1.000000000000000000e+00
2.745854797363281250e+02,6.954160308837890625e+01,1.000000000000000000e+00
3.627055358886718750e+02,4.437642669677734375e+01,1.000000000000000000e+00
3.522321166992187500e+02,2.059097442626953125e+02,1.000000000000000000e+00
1.180970230102539062e+02,1.768787078857421875e+02,1.000000000000000000e+00
6.180481719970703125e+01,1.741142120361328125e+02,1.000000000000000000e+00
3.267469482421875000e+02,2.234431610107421875e+02,1.000000000000000000e+00
3.217896118164062500e+02,2.269344940185546875e+02,1.000000000000000000e+00
2.217902984619140625e+02,6.297594070434570312e+01,1.000000000000000000e+00
3.661876831054687500e+02,6.525471496582031250e+01,1.000000000000000000e+00
3.249041137695312500e+02,2.401829071044921875e+02,1.000000000000000000e+00
3.530566406250000000e+02,2.216379241943359375e+02,1.000000000000000000e+00
1.380715484619140625e+02,7.337310028076171875e+01,1.000000000000000000e+00
3.566404724121093750e+02,2.047606353759765625e+02,1.000000000000000000e+00
2.489399414062500000e+02,1.261051025390625000e+02,1.000000000000000000e+00
3.280667724609375000e+02,2.230043334960937500e+02,1.000000000000000000e+00
1.048734741210937500e+02,1.657379608154296875e+02,1.000000000000000000e+00
1.345707092285156250e+02,1.590482788085937500e+02,1.000000000000000000e+00
1.390649108886718750e+02,1.875850372314453125e+02,1.000000000000000000e+00
1.052362899780273438e+02,1.437607116699218750e+02,1.000000000000000000e+00
1.224581756591796875e+02,2.209359893798828125e+02,1.000000000000000000e+00
2.383345336914062500e+02,1.815354766845703125e+02,1.000000000000000000e+00
3.660487365722656250e+02,6.535595703125000000e+01,1.000000000000000000e+00
3.102608642578125000e+02,2.340265502929687500e+02,1.000000000000000000e+00
1.513979492187500000e+02,2.631313781738281250e+02,1.000000000000000000e+00
3.549015502929687500e+02,2.399266357421875000e+02,1.000000000000000000e+00
1.868020782470703125e+02,2.229207763671875000e+02,1.000000000000000000e+00
3.610807800292968750e+02,6.105445861816406250e+01,1.000000000000000000e+00
2.575765380859375000e+02,7.862414550781250000e+01,1.000000000000000000e+00
3.285796813964843750e+02,2.228005676269531250e+02,1.000000000000000000e+00
2.746777343750000000e+02,7.591509246826171875e+01,1.000000000000000000e+00
8.941937255859375000e+01,1.822050476074218750e+02,1.000000000000000000e+00
1.076287841796875000e+02,9.514294433593750000e+01,1.000000000000000000e+00
3.421428222656250000e+02,4.786355972290039062e+01,1.000000000000000000e+00
4.498671875000000000e+02,2.071183013916015625e+02,1.000000000000000000e+00
4.497328186035156250e+02,2.072572784423828125e+02,1.000000000000000000e+00
3.365596923828125000e+02,2.076856689453125000e+02,1.000000000000000000e+00
7.395378875732421875e+01,1.873014373779296875e+02,1.000000000000000000e+00
1.504064025878906250e+02,2.607427978515625000e+02,1.000000000000000000e+00
2.748329467773437500e+02,6.934872436523437500e+01,1.000000000000000000e+00
1.935599670410156250e+02,2.360054626464843750e+02,1.000000000000000000e+00
4.013734130859375000e+02,1.755357818603515625e+02,1.000000000000000000e+00
1.999288330078125000e+02,8.791885375976562500e+01,1.000000000000000000e+00
3.435834045410156250e+02,5.487311935424804688e+01,1.000000000000000000e+00
1.778353118896484375e+02,9.585717010498046875e+01,1.000000000000000000e+00
3.105442199707031250e+02,2.330311126708984375e+02,1.000000000000000000e+00
7.691954040527343750e+01,1.880644226074218750e+02,1.000000000000000000e+00
3.164349670410156250e+02,2.217426452636718750e+02,1.000000000000000000e+00
3.522599792480468750e+02,4.142090988159179688e+01,1.000000000000000000e+00
2.004574737548828125e+02,9.033939361572265625e+01,1.000000000000000000e+00
7.521868896484375000e+01,1.924300384521484375e+02,1.000000000000000000e+00
3.230361328125000000e+02,2.247627563476562500e+02,1.000000000000000000e+00
3.128547668457031250e+02,2.320759887695312500e+02,1.000000000000000000e+00
4.007217102050781250e+02,2.336485443115234375e+02,1.000000000000000000e+00
4.042522888183593750e+02,5.946300506591796875e+01,1.000000000000000000e+00
1.904991455078125000e+02,7.323916625976562500e+01,1.000000000000000000e+00
1.864042205810546875e+02,2.266631469726562500e+02,1.000000000000000000e+00
4.026674194335937500e+02,1.545748291015625000e+02,1.000000000000000000e+00
7.266899871826171875e+01,1.618626251220703125e+02,1.000000000000000000e+00
1.189808654785156250e+02,1.429360046386718750e+02,1.000000000000000000e+00
3.545894165039062500e+02,2.415645904541015625e+02,1.000000000000000000e+00
1.097350082397460938e+02,9.474323272705078125e+01,1.000000000000000000e+00
3.761874084472656250e+02,4.651738739013671875e+01,1.000000000000000000e+00
3.637522583007812500e+02,2.359182739257812500e+02,1.000000000000000000e+00
3.536141052246093750e+02,4.548221969604492188e+01,1.000000000000000000e+00
2.740787963867187500e+02,7.551229095458984375e+01,1.000000000000000000e+00
3.730455017089843750e+02,4.468630981445312500e+01,1.000000000000000000e+00
3.290173034667968750e+02,2.504700622558593750e+02,1.000000000000000000e+00
2.670558471679687500e+02,5.764983367919921875e+01,1.000000000000000000e+00
1.669566955566406250e+02,1.427128601074218750e+02,1.000000000000000000e+00
2.130767822265625000e+02,1.865369720458984375e+02,1.000000000000000000e+00
4.623716735839843750e+02,1.892333374023437500e+02,1.000000000000000000e+00
7.737420654296875000e+01,1.882809600830078125e+02,1.000000000000000000e+00
1.785720520019531250e+02,9.714141082763671875e+01,1.000000000000000000e+00
4.248029785156250000e+02,1.982541046142578125e+02,1.000000000000000000e+00
3.730953369140625000e+02,4.458582305908203125e+01,1.000000000000000000e+00
4.599123535156250000e+02,1.918950347900390625e+02,1.000000000000000000e+00
3.086406250000000000e+02,2.360667724609375000e+02,1.000000000000000000e+00
4.783793334960937500e+02,1.473434753417968750e+02,1.000000000000000000e+00
1.935077819824218750e+02,2.248263092041015625e+02,1.000000000000000000e+00
3.552131652832031250e+02,2.379569244384765625e+02,1.000000000000000000e+00
1.166989440917968750e+02,1.296416320800781250e+02,1.000000000000000000e+00
1.986499328613281250e+02,2.345717620849609375e+02,1.000000000000000000e+00
3.330735473632812500e+02,2.232210388183593750e+02,1.000000000000000000e+00
3.144516296386718750e+02,1.954738464355468750e+02,1.000000000000000000e+00
3.628651123046875000e+02,4.452382278442382812e+01,1.000000000000000000e+00
3.162529296875000000e+02,2.298630523681640625e+02,1.000000000000000000e+00
3.938349914550781250e+02,5.434188461303710938e+01,1.000000000000000000e+00
1.784183197021484375e+02,9.629840850830078125e+01,1.000000000000000000e+00
1.384215545654296875e+02,1.877195434570312500e+02,1.000000000000000000e+00
6.855654907226562500e+01,1.750560913085937500e+02,1.000000000000000000e+00
1.274939956665039062e+02,1.499126434326171875e+02,1.000000000000000000e+00
3.419631958007812500e+02,2.077996673583984375e+02,1.000000000000000000e+00
8.168163299560546875e+01,2.100570373535156250e+02,1.000000000000000000e+00
